OBJECTID,MIN,MAX,MEAN,STD,year,type,MIN_1,MAX_1,MEAN_1,STD_1,MIN_12,MAX_12,MAJORITY,MIN_12_13,MAX_12_13,MEAN_12,MAJORITY_1
1,1775.410034179687500,1803.000000000000000,1792.893783960586916,6.419966487189864,2015,6,3.224350690841675,44.141510009765625,17.177634182648781,10.708332172702914,2,2,2,1,3,1.852564102564103,2
2,1774.000000000000000,1797.699951171875000,1786.292067955280118,7.976335450423128,2015,6,5.886569023132324,35.324783325195312,20.123492356004387,9.638504341097597,2,2,2,1,3,2.071428571428572,2
3,1785.290039062500000,1791.609985351562500,1789.780004882812591,2.303640406241605,2015,6,6.798182964324951,29.327140808105469,15.773344898223877,9.604484144329271,2,2,2,1,3,2.000000000000000,2
4,1773.140014648437500,1791.849975585937500,1780.628653971354197,6.499693123667841,2015,6,5.448253631591797,35.348529815673828,21.336692206064860,10.969366337480681,2,2,2,1,3,2.000000000000000,2
5,1783.479980468750000,1791.109985351562500,1788.830004882812545,2.926461911000311,2015,6,6.504816055297852,31.425592422485352,15.356825542449950,10.349430554310414,2,2,2,1,3,2.000000000000000,2
6,1785.209960937500000,1791.390014648437500,1789.916425432477581,1.513465019014536,2015,6,5.970158100128174,31.252212524414062,13.762036732264928,8.057865544056421,2,2,2,1,3,1.714285714285714,2
7,1772.380004882812500,1791.650024414062500,1778.668579101562500,6.154804425856007,2015,6,8.300169944763184,40.055568695068359,25.170462812696183,9.741829391742879,2,2,2,1,3,2.214285714285714,2
8,1782.319946289062500,1790.300048828125000,1786.309997558593750,3.990051269531250,2015,6,9.203673362731934,24.060653686523438,16.632163524627686,7.428490161895752,2,2,2,1,3,2.000000000000000,1
9,1783.000000000000000,1790.260009765625000,1788.239990234375000,2.762166198784712,2015,6,6.186967849731445,30.854608535766602,15.888787078857423,11.026404773260749,2,2,2,1,3,2.000000000000000,2
10,1769.589965820312500,1791.520019531250000,1777.419294084821331,6.464060580117208,2015,6,12.832764625549316,37.503284454345703,26.225955895015172,8.329880874562322,2,2,2,1,3,2.214285714285714,2
11,1779.979980468750000,1789.439941406250000,1784.709960937500000,4.729980468750000,2015,6,18.888389587402344,28.645709991455078,23.767049789428711,4.878660202026367,2,2,2,1,3,2.000000000000000,1
12,1781.020019531250000,1789.859985351562500,1786.955981445312545,3.501144057487561,2015,6,7.061427116394043,33.630344390869141,16.819843006134032,11.118140400101387,2,2,2,1,3,1.833333333333333,2
13,1782.219970703125000,1790.209960937500000,1788.949994768415081,1.970391027345974,2015,6,4.693168640136719,30.474620819091797,11.673211404255458,8.694509281543864,2,2,2,1,3,1.785714285714286,2
14,1768.819946289062500,1791.060058593750000,1776.543579101562500,6.841100899337206,2015,6,9.170384407043457,36.679756164550781,24.206143787928990,8.853203161889828,1,2,2,1,3,2.153846153846154,2
15,1777.439941406250000,1777.439941406250000,1777.439941406250000,0.000000000000000,2015,6,28.817232131958008,28.817232131958008,28.817232131958008,0.000000000000000,2,2,2,1,3,2.000000000000000,1
16,1779.010009765625000,1788.270019531250000,1783.640014648437500,4.630004882812500,2015,6,20.652782440185547,27.390069961547852,24.021426200866699,3.368643760681152,2,2,2,1,3,2.000000000000000,1
